Mod:Item:MetaData, Localized Name
mcwfurnitures:dark_oak_desk_6, Dark Oak Drawer Desk
mcwfurnitures:dark_oak_desk_7, Dark Oak Double Table
mcwfurnitures:dark_oak_desk_8, Dark Oak Modern Table
mcwfurnitures:dark_oak_desk_9, Dark Oak Glass Table  
mcwfurnitures:dark_oak_cupboard, Dark Oak Cupboard
mcwfurnitures:dark_oak_cupboard_2, Dark Oak Modern Cupboard
mcwfurnitures:dark_oak_cupboard_3, Dark Oak Bookshelf
mcwfurnitures:dark_oak_cupboard_4, Dark Oak Complex Cupboard
mcwfurnitures:dark_oak_cupboard_5, Dark Oak Double Cupboard
mcwfurnitures:dark_oak_cupboard_6, Dark Oak Cupboard
mcwfurnitures:dark_oak_cupboard_7, Dark Oak Modern Cupboard
mcwfurnitures:dark_oak_cupboard_8, Dark Oak Tall Bookshelf
mcwfurnitures:dark_oak_cupboard_9, Dark Oak Complex Cupboard 
mcwfurnitures:dark_oak_furniture_1, Dark Oak Wardrobe
mcwfurnitures:dark_oak_furniture_2, Dark Oak Modern Wardrobe
mcwfurnitures:dark_oak_furniture_3, Dark Oak Complex Wardrobe
mcwfurnitures:dark_oak_furniture_4, Dark Oak Display Wardrobe
mcwfurnitures:dark_oak_furniture_5, Dark Oak Shelf Wardrobe
mcwfurnitures:dark_oak_furniture_6, Dark Oak Cupboard Wardrobe
mcwfurnitures:dark_oak_furniture_7, Dark Oak Tall Bookshelf
mcwfurnitures:dark_oak_furniture_8, Dark Oak Display Wardrobe
mcwfurnitures:dark_oak_furniture_9, Dark Oak Complex Wardrobe
mekanism:electricbow, Электрический лук
mekanism:dust:0, Железная пыль
mekanism:dust:1, Золотая пыль
mekanism:dust:2, Осмиевая пыль
mekanism:dust:3, Медная пыль
mekanism:dust:4, Оловянная пыль
mekanism:dust:5, Серебряная пыль
mekanism:dust:6, Свинцовая пыль
mekanism:ingot:0, Обсидиановый слиток
mekanism:ingot:1, Осмиевый слиток
mekanism:ingot:2, Бронзовый слиток
mekanism:ingot:3, Светокаменный слиток
mekanism:ingot:4, Стальной слиток
mekanism:ingot:5, Медный слиток
mekanism:ingot:6, Оловянный слиток
mekanism:nugget:0, Очищенного обсидиана кусочек
mekanism:nugget:1, Осмиевый кусочек
mekanism:nugget:2, Бронзовый кусочек
mekanism:nugget:3, Светокаменный кусочек
mekanism:nugget:4, Стальной кусочек
mekanism:nugget:5, Медный кусочек
mekanism:nugget:6, Оловянный кусочек
mekanism:energytablet, Энергетический планшет
mekanism:speedupgrade, Улучшение: Скорость
mekanism:energyupgrade, Улучшение: Энергия
mekanism:filterupgrade, Улучшение: Фильтр
mekanism:mufflingupgrade, Улучшение: Шум
mekanism:gasupgrade, Улучшение: Газ
mekanism:anchorupgrade, Улучшение: Якорь
mekanism:robit, Робит
mekanism:atomicdisassembler, Атомный разборщик
mekanism:enrichedalloy, Обогащённый сплав
mekanism:reinforcedalloy, Укреплённый сплав
mekanism:atomicalloy, Атомный сплав
mekanism:itemproxy, item.ItemProxy.name
mekanism:controlcircuit:0, Базовая схема управления
mekanism:controlcircuit:1, Продвинутая схема управления
mekanism:controlcircuit:2, Элитная схема управления
mekanism:controlcircuit:3, Совершенная схема управления
mekanism:enrichediron, Обогащённое железо
mekanism:compressedcarbon, Сжатый уголь
mekanism:compressedredstone, Сжатый редстоун
mekanism:compresseddiamond, Сжатый алмаз
mekanism:compressedobsidian, Сжатый обсидиан
mekanism:portableteleporter, Переносной телепорт
mekanism:teleportationcore, Ядро телепортации
mekanism:clump:0, Железная глыба
mekanism:clump:1, Золотая глыба
mekanism:clump:2, Осмиевая глыба
mekanism:clump:3, Медная глыба
mekanism:clump:4, Оловянная глыба
mekanism:clump:5, Серебряная глыба
mekanism:clump:6, Свинцовая глыба
mekanism:dirtydust:0, Загрязненная железная пыль
mekanism:dirtydust:1, Загрязненная золотая пыль
mekanism:dirtydust:2, Загрязненная осмиевая пыль
mekanism:dirtydust:3, Загрязненная медная пыль
mekanism:dirtydust:4, Загрязненная оловянная пыль
mekanism:dirtydust:5, Загрязненная серебряная пыль
mekanism:dirtydust:6, Загрязненная свинцовая пыль
mekanism:configurator, Конфигуратор
mekanism:networkreader, Считыватель сети
mekanism:walkietalkie, Переносная рация
mekanism:jetpack, Реактивный ранец
mekanism:dictionary, Словарь
mekanism:gasmask, Противогаз
mekanism:scubatank, Акваланг
mekanism:balloon:0, §8Черный Воздушный шар
mekanism:balloon:1, §cКрасный Воздушный шар
mekanism:balloon:2, §2Зеленый Воздушный шар
mekanism:balloon:3, §6Коричневый Воздушный шар
mekanism:balloon:4, §1Синий Воздушный шар
mekanism:balloon:5, §5Фиолетовый Воздушный шар
mekanism:balloon:6, §3Темно-Голубой Воздушный шар
mekanism:balloon:7, §7Светло-Серый Воздушный шар
mekanism:balloon:8, §8Серый Воздушный шар
mekanism:balloon:9, §dРозовый Воздушный шар
mekanism:balloon:10, §aСветло-Зеленый Воздушный шар
mekanism:balloon:11, §eЖелтый Воздушный шар
mekanism:balloon:12, §9Светло-Голубой Воздушный шар
mekanism:balloon:13, §dПурпурный Воздушный шар
mekanism:balloon:14, §6Оранжевый Воздушный шар
mekanism:balloon:15, §fБелый Воздушный шар
mekanism:shard:0, Железный осколок
mekanism:shard:1, Золотой осколок
mekanism:shard:2, Осмиевый осколок
mekanism:shard:3, Медный осколок
mekanism:shard:4, Оловянный осколок
mekanism:shard:5, Серебряный осколок
mekanism:shard:6, Свинцовый осколок
mekanism:electrolyticcore, Электролитическое ядро
mekanism:sawdust, Опилки
mekanism:salt, Соль
mekanism:crystal:0, Железный кристалл
mekanism:crystal:1, Золотой кристалл
mekanism:crystal:2, Осмиевый кристалл
mekanism:crystal:3, Медный кристалл
mekanism:crystal:4, Оловянный кристалл
mekanism:crystal:5, Серебряный кристалл
mekanism:crystal:6, Свинцовый кристалл
mekanism:freerunners, Бегунки
mekanism:armoredjetpack, Бронированный реактивный ранец
mekanism:configurationcard, Карта настройки
mekanism:craftingformula, Формула создания
mekanism:seismicreader, Сейсмический считыватель
mekanism:substrate, Субстрат
mekanism:polyethene:0, Полиэтилен
mekanism:polyethene:1, Полиэтиленовый стержень
mekanism:polyethene:2, Полиэтиленовый лист
mekanism:polyethene:3, Пластиковая палка
mekanism:biofuel, Биотопливо
mekanism:flamethrower, Огнемёт
mekanism:gaugedropper, Датчик выбрасывателя
mekanism:tierinstaller:0, Установщик основного уровня
mekanism:tierinstaller:1, Установщик продвинутого уровня
mekanism:tierinstaller:2, Установщик элитного уровня
mekanism:tierinstaller:3, Установщик совершенного уровня
mekanism:otherdust:0, Алмазная пыль
mekanism:otherdust:1, Стальная пыль
mekanism:otherdust:3, Серная пыль
mekanism:otherdust:4, Литиевая пыль
mekanism:otherdust:5, Пыль очищенного обсидиана
mekanism:otherdust:6, Обсидиановая пыль
mekanism:basicblock:0, Осмиевый блок
mekanism:basicblock:1, Бронзовый блок
mekanism:basicblock:2, Очищенный обсидиан
mekanism:basicblock:3, Древесноугольный блок
mekanism:basicblock:4, Очищенный светокамень
mekanism:basicblock:5, Стальной блок
mekanism:basicblock:6, Основной ящик
mekanism:basicblock:6, Продвинутый ящик
mekanism:basicblock:6, Элитный ящик
mekanism:basicblock:6, Совершенный ящик
mekanism:basicblock:6, Творческий ящик
mekanism:basicblock:7, Каркас телепорта
mekanism:basicblock:8, Стальной корпус
mekanism:basicblock:9, Динамический резервуар
mekanism:basicblock:10, Структурное стекло
mekanism:basicblock:11, Динамический вентиль
mekanism:basicblock:12, Медный блок
mekanism:basicblock:13, Оловянный блок
mekanism:basicblock:14, Контроллер теплового испарителя
mekanism:basicblock:15, Вентиль теплового испарителя
mekanism:basicblock2:0, Блок теплового испарителя
mekanism:basicblock2:1, Индукционный корпус
mekanism:basicblock2:2, Индукционный порт
mekanism:basicblock2:3, Базовая индукционная ячейка
mekanism:basicblock2:3, Продвинутая индукционная ячейка
mekanism:basicblock2:3, Элитная индукционная ячейка
mekanism:basicblock2:3, Совершенная индукционная ячейка
mekanism:basicblock2:4, Базовый индукционный поставщик
mekanism:basicblock2:4, Продвинутый индукционный поставщик
mekanism:basicblock2:4, Элитный индукционный поставщик
mekanism:basicblock2:4, Совершенный индукционный поставщик
mekanism:basicblock2:5, Сверхмощный нагревательный элемент
mekanism:basicblock2:6, Рассеиватель давления
mekanism:basicblock2:7, Обшивка бойлера
mekanism:basicblock2:8, Вентиль бойлера
mekanism:basicblock2:9, Защитный блок
mekanism:machineblock:0, Камера обогащения
mekanism:machineblock:1, Осмиевый компрессор
mekanism:machineblock:2, Объединитель
mekanism:machineblock:3, Дробитель
mekanism:machineblock:4, Цифровой шахтёр
mekanism:machineblock:5, Базовый Плавящий Механизм
mekanism:machineblock:5, Базовый Обогащающий Механизм
mekanism:machineblock:5, Базовый Дробящий Механизм
mekanism:machineblock:5, Базовый Сжимающий Механизм
mekanism:machineblock:5, Базовый Объединяющий Механизм
mekanism:machineblock:5, Базовый Очищающий Механизм
mekanism:machineblock:5, Базовый Впрыскивающий Механизм
mekanism:machineblock:5, Базовый Наполняющий Механизм
mekanism:machineblock:5, Базовый Распиловка Механизм
mekanism:machineblock:6, Продвинутый Плавящий Механизм
mekanism:machineblock:6, Продвинутый Обогащающий Механизм
mekanism:machineblock:6, Продвинутый Дробящий Механизм
mekanism:machineblock:6, Продвинутый Сжимающий Механизм
mekanism:machineblock:6, Продвинутый Объединяющий Механизм
mekanism:machineblock:6, Продвинутый Очищающий Механизм
mekanism:machineblock:6, Продвинутый Впрыскивающий Механизм
mekanism:machineblock:6, Продвинутый Наполняющий Механизм
mekanism:machineblock:6, Продвинутый Распиловка Механизм
mekanism:machineblock:7, Элитный Плавящий Механизм
mekanism:machineblock:7, Элитный Обогащающий Механизм
mekanism:machineblock:7, Элитный Дробящий Механизм
mekanism:machineblock:7, Элитный Сжимающий Механизм
mekanism:machineblock:7, Элитный Объединяющий Механизм
mekanism:machineblock:7, Элитный Очищающий Механизм
mekanism:machineblock:7, Элитный Впрыскивающий Механизм
mekanism:machineblock:7, Элитный Наполняющий Механизм
mekanism:machineblock:7, Элитный Распиловка Механизм
mekanism:machineblock:8, Металлургический наполнитель
mekanism:machineblock:9, Камера очистки
mekanism:machineblock:10, Энергетическая плавильня
mekanism:machineblock:11, Телепорт
mekanism:machineblock:12, Электрическая помпа
mekanism:machineblock:13, Личный сундук
mekanism:machineblock:14, Зарядник
mekanism:machineblock:15, Логистический сортировщик
mekanism:machineblock2:0, Роторный сгуститель
mekanism:machineblock2:1, Химический окислитель
mekanism:machineblock2:2, Химический наполнитель
mekanism:machineblock2:3, Химическая инъекционная камера
mekanism:machineblock2:4, Электролитический сепаратор
mekanism:machineblock2:5, Точная лесопилка
mekanism:machineblock2:6, Химическая камера растворения
mekanism:machineblock2:7, Химический мойщик
mekanism:machineblock2:8, Химический кристаллизатор
mekanism:machineblock2:9, Сейсмический вибромеханизм
mekanism:machineblock2:10, Камера реакций под давлением
mekanism:machineblock2:11, Базовый жидкостный бак
mekanism:machineblock2:11, Продвинутый жидкостный бак
mekanism:machineblock2:11, Элитный жидкостный бак
mekanism:machineblock2:11, Совершенный жидкостный бак
mekanism:machineblock2:11, Творческий жидкостный бак
mekanism:machineblock2:12, Жидкостный снабжатель
mekanism:machineblock2:13, Лазер
mekanism:machineblock2:14, Усилитель лазера
mekanism:machineblock2:15, Лазерный притягиватель
mekanism:machineblock3:0, Квантовый телепорт
mekanism:machineblock3:1, Солнечный активатор нейтронов
mekanism:machineblock3:3, Унификатор словаря руд
mekanism:machineblock3:4, Устойчивый нагреватель
mekanism:machineblock3:5, Формульный сборщик
mekanism:machineblock3:6, Твердотопливный нагреватель
mekanism:oreblock:0, Осмиевая руда
mekanism:oreblock:1, Медная руда
mekanism:oreblock:2, Оловянная руда
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Основной энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Продвинутый энергетический куб
mekanism:energycube:0, Элитный энергетический куб
mekanism:energycube:0, Элитный энергетический куб
mekanism:energycube:0, Совершенный энергетический куб
mekanism:energycube:0, Совершенный энергетический куб
mekanism:energycube:0, Творческий энергетический куб
mekanism:energycube:0, Творческий энергетический куб
mekanism:transmitter:0, Базовый универсальный провод
mekanism:transmitter:0, Продвинутый универсальный провод
mekanism:transmitter:0, Элитный универсальный провод
mekanism:transmitter:0, Совершенный универсальный провод
mekanism:transmitter:1, Базовая механическая труба
mekanism:transmitter:1, Продвинутая механическая труба
mekanism:transmitter:1, Элитная механическая труба
mekanism:transmitter:1, Совершенная механическая труба
mekanism:transmitter:2, Базовая герметичная труба
mekanism:transmitter:2, Продвинутая герметичная труба
mekanism:transmitter:2, Элитная герметичная труба
mekanism:transmitter:2, Совершенная герметичная труба
mekanism:transmitter:3, Базовый логистический транспортер
mekanism:transmitter:3, Продвинутый логистический транспортер
mekanism:transmitter:3, Элитный логистический транспортер
mekanism:transmitter:3, Совершенный логистический транспортер
mekanism:transmitter:4, Ограничительный транспортер
mekanism:transmitter:5, Отклоняющий транспортер
mekanism:transmitter:6, Базовый теплопровод
mekanism:transmitter:6, Продвинутый теплопровод
mekanism:transmitter:6, Элитный теплопровод
mekanism:transmitter:6, Совершенный теплопровод
mekanism:obsidiantnt, Обсидиановый динамит
mekanism:boundingblock, Скреплённый блок
mekanism:gastank:0, Базовый газовый баллон
mekanism:gastank:0, Продвинутый газовый баллон
mekanism:gastank:0, Элитный газовый баллон
mekanism:gastank:0, Совершенный газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:gastank:0, Творческий газовый баллон
mekanism:cardboardbox, Картонная коробка
mekanism:glowpanel:0, §8Черный Cветящийся полублок
mekanism:glowpanel:1, §cКрасный Cветящийся полублок
mekanism:glowpanel:2, §2Зеленый Cветящийся полублок
mekanism:glowpanel:3, §6Коричневый Cветящийся полублок
mekanism:glowpanel:4, §1Синий Cветящийся полублок
mekanism:glowpanel:5, §5Фиолетовый Cветящийся полублок
mekanism:glowpanel:6, §3Темно-Голубой Cветящийся полублок
mekanism:glowpanel:7, §7Светло-Серый Cветящийся полублок
mekanism:glowpanel:8, §8Серый Cветящийся полублок
mekanism:glowpanel:9, §dРозовый Cветящийся полублок
mekanism:glowpanel:10, §aСветло-Зеленый Cветящийся полублок
mekanism:glowpanel:11, §eЖелтый Cветящийся полублок
mekanism:glowpanel:12, §9Светло-Голубой Cветящийся полублок
mekanism:glowpanel:13, §dПурпурный Cветящийся полублок
mekanism:glowpanel:14, §6Оранжевый Cветящийся полублок
mekanism:glowpanel:15, §fБелый Cветящийся полублок
mekanism:plasticblock:0, §8Черный Пластиковый блок
mekanism:plasticblock:1, §cКрасный Пластиковый блок
mekanism:plasticblock:2, §2Зеленый Пластиковый блок
mekanism:plasticblock:3, §6Коричневый Пластиковый блок
mekanism:plasticblock:4, §1Синий Пластиковый блок
mekanism:plasticblock:5, §5Фиолетовый Пластиковый блок
mekanism:plasticblock:6, §3Темно-Голубой Пластиковый блок
mekanism:plasticblock:7, §7Светло-Серый Пластиковый блок
mekanism:plasticblock:8, §8Серый Пластиковый блок
mekanism:plasticblock:9, §dРозовый Пластиковый блок
mekanism:plasticblock:10, §aСветло-Зеленый Пластиковый блок
mekanism:plasticblock:11, §eЖелтый Пластиковый блок
mekanism:plasticblock:12, §9Светло-Голубой Пластиковый блок
mekanism:plasticblock:13, §dПурпурный Пластиковый блок
mekanism:plasticblock:14, §6Оранжевый Пластиковый блок
mekanism:plasticblock:15, §fБелый Пластиковый блок
mekanism:slickplasticblock:0, §8Черный Гладкий пластиковый блок
mekanism:slickplasticblock:1, §cКрасный Гладкий пластиковый блок
mekanism:slickplasticblock:2, §2Зеленый Гладкий пластиковый блок
mekanism:slickplasticblock:3, §6Коричневый Гладкий пластиковый блок
mekanism:slickplasticblock:4, §1Синий Гладкий пластиковый блок
mekanism:slickplasticblock:5, §5Фиолетовый Гладкий пластиковый блок
mekanism:slickplasticblock:6, §3Темно-Голубой Гладкий пластиковый блок
mekanism:slickplasticblock:7, §7Светло-Серый Гладкий пластиковый блок
mekanism:slickplasticblock:8, §8Серый Гладкий пластиковый блок
mekanism:slickplasticblock:9, §dРозовый Гладкий пластиковый блок
mekanism:slickplasticblock:10, §aСветло-Зеленый Гладкий пластиковый блок
mekanism:slickplasticblock:11, §eЖелтый Гладкий пластиковый блок
mekanism:slickplasticblock:12, §9Светло-Голубой Гладкий пластиковый блок
mekanism:slickplasticblock:13, §dПурпурный Гладкий пластиковый блок
mekanism:slickplasticblock:14, §6Оранжевый Гладкий пластиковый блок
mekanism:slickplasticblock:15, §fБелый Гладкий пластиковый блок
mekanism:glowplasticblock:0, §8Черный Пластиковый светящийся блок
mekanism:glowplasticblock:1, §cКрасный Пластиковый светящийся блок
mekanism:glowplasticblock:2, §2Зеленый Пластиковый светящийся блок
mekanism:glowplasticblock:3, §6Коричневый Пластиковый светящийся блок
mekanism:glowplasticblock:4, §1Синий Пластиковый светящийся блок
mekanism:glowplasticblock:5, §5Фиолетовый Пластиковый светящийся блок
mekanism:glowplasticblock:6, §3Темно-Голубой Пластиковый светящийся блок
mekanism:glowplasticblock:7, §7Светло-Серый Пластиковый светящийся блок
mekanism:glowplasticblock:8, §8Серый Пластиковый светящийся блок
mekanism:glowplasticblock:9, §dРозовый Пластиковый светящийся блок
mekanism:glowplasticblock:10, §aСветло-Зеленый Пластиковый светящийся блок
mekanism:glowplasticblock:11, §eЖелтый Пластиковый светящийся блок
mekanism:glowplasticblock:12, §9Светло-Голубой Пластиковый светящийся блок
mekanism:glowplasticblock:13, §dПурпурный Пластиковый светящийся блок
mekanism:glowplasticblock:14, §6Оранжевый Пластиковый светящийся блок
mekanism:glowplasticblock:15, §fБелый Пластиковый светящийся блок
mekanism:reinforcedplasticblock:0, §8Черный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:1, §cКрасный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:2, §2Зеленый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:3, §6Коричневый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:4, §1Синий Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:5, §5Фиолетовый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:6, §3Темно-Голубой Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:7, §7Светло-Серый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:8, §8Серый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:9, §dРозовый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:10, §aСветло-Зеленый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:11, §eЖелтый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:12, §9Светло-Голубой Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:13, §dПурпурный Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:14, §6Оранжевый Укреплённый пластиковый блок
mekanism:reinforcedplasticblock:15, §fБелый Укреплённый пластиковый блок
mekanism:roadplasticblock:0, §8Черный Пластиковый путь
mekanism:roadplasticblock:1, §cКрасный Пластиковый путь
mekanism:roadplasticblock:2, §2Зеленый Пластиковый путь
mekanism:roadplasticblock:3, §6Коричневый Пластиковый путь
mekanism:roadplasticblock:4, §1Синий Пластиковый путь
mekanism:roadplasticblock:5, §5Фиолетовый Пластиковый путь
mekanism:roadplasticblock:6, §3Темно-Голубой Пластиковый путь
mekanism:roadplasticblock:7, §7Светло-Серый Пластиковый путь
mekanism:roadplasticblock:8, §8Серый Пластиковый путь
mekanism:roadplasticblock:9, §dРозовый Пластиковый путь
mekanism:roadplasticblock:10, §aСветло-Зеленый Пластиковый путь
mekanism:roadplasticblock:11, §eЖелтый Пластиковый путь
mekanism:roadplasticblock:12, §9Светло-Голубой Пластиковый путь
mekanism:roadplasticblock:13, §dПурпурный Пластиковый путь
mekanism:roadplasticblock:14, §6Оранжевый Пластиковый путь
mekanism:roadplasticblock:15, §fБелый Пластиковый путь
mekanism:plasticfence:0, §8Черный Пластиковый забор
mekanism:plasticfence:1, §cКрасный Пластиковый забор
mekanism:plasticfence:2, §2Зеленый Пластиковый забор
mekanism:plasticfence:3, §6Коричневый Пластиковый забор
mekanism:plasticfence:4, §1Синий Пластиковый забор
mekanism:plasticfence:5, §5Фиолетовый Пластиковый забор
mekanism:plasticfence:6, §3Темно-Голубой Пластиковый забор
mekanism:plasticfence:7, §7Светло-Серый Пластиковый забор
mekanism:plasticfence:8, §8Серый Пластиковый забор
mekanism:plasticfence:9, §dРозовый Пластиковый забор
mekanism:plasticfence:10, §aСветло-Зеленый Пластиковый забор
mekanism:plasticfence:11, §eЖелтый Пластиковый забор
mekanism:plasticfence:12, §9Светло-Голубой Пластиковый забор
mekanism:plasticfence:13, §dПурпурный Пластиковый забор
mekanism:plasticfence:14, §6Оранжевый Пластиковый забор
mekanism:plasticfence:15, §fБелый Пластиковый забор
mekanism:saltblock, Блок соли
mekanismgenerators:solarpanel, Солнечная панель
mekanismgenerators:hohlraum, Реакционная камера
mekanismgenerators:turbineblade, Лезвие турбины
mekanismgenerators:generator:0, Тепловой генератор
mekanismgenerators:generator:1, Солнечный генератор
mekanismgenerators:generator:3, Газовый генератор
mekanismgenerators:generator:4, Биогенератор
mekanismgenerators:generator:5, Продвинутый солнечный генератор
mekanismgenerators:generator:6, Ветровая турбина
mekanismgenerators:generator:7, Ротор турбины
mekanismgenerators:generator:8, Вращательный комплекс
mekanismgenerators:generator:9, Электромагнитная катушка
mekanismgenerators:generator:10, Обшивка турбины
mekanismgenerators:generator:11, Порт турбины
mekanismgenerators:generator:12, Вентиль турбины
mekanismgenerators:generator:13, Насыщающий конденсатор
mekanismgenerators:reactor:0, Панель управления реактором
mekanismgenerators:reactor:1, Каркас реактора
mekanismgenerators:reactor:2, Порт реактора
mekanismgenerators:reactor:3, Логический адаптер реактора
mekanismgenerators:reactorglass:0, Стекло реактора
mekanismgenerators:reactorglass:1, Матрица лазерного фокуса
mekanismtools:woodpaxel, Деревянный мульти-инcтрумент
mekanismtools:stonepaxel, Каменный мульти-инcтрумент
mekanismtools:ironpaxel, Железный мульти-инcтрумент
mekanismtools:diamondpaxel, Алмазный мульти-инcтрумент
mekanismtools:goldpaxel, Золотой мульти-инcтрумент
mekanismtools:glowstonepickaxe, Светокаменная кирка
mekanismtools:glowstoneaxe, Светокаменный топор
mekanismtools:glowstoneshovel, Светокаменная лопата
mekanismtools:glowstonehoe, Светокаменная мотыга
mekanismtools:glowstonesword, Светокаменный меч
mekanismtools:glowstonepaxel, Светокаменный мульти-инcтрумент
mekanismtools:glowstonehelmet, Светокаменный шлем
mekanismtools:glowstonechestplate, Светокаменная кираса
mekanismtools:glowstoneleggings, Светокаменные поножи
mekanismtools:glowstoneboots, Светокаменные ботинки
mekanismtools:bronzepickaxe, Бронзовая кирка
mekanismtools:bronzeaxe, Бронзовый топор
mekanismtools:bronzeshovel, Бронзовая лопата
mekanismtools:bronzehoe, Бронзовая мотыга
mekanismtools:bronzesword, Бронзовый меч
mekanismtools:bronzepaxel, Бронзовый мульти-инcтрумент
mekanismtools:bronzehelmet, Бронзовый шлем
mekanismtools:bronzechestplate, Бронзовая кираса
mekanismtools:bronzeleggings, Бронзовые поножи
mekanismtools:bronzeboots, Бронзовые ботинки
mekanismtools:osmiumpickaxe, Осмиевая кирка
mekanismtools:osmiumaxe, Осмиевый топор
mekanismtools:osmiumshovel, Осмиевая лопата
mekanismtools:osmiumhoe, Осмиевая мотыга
mekanismtools:osmiumsword, Осмиевый меч
mekanismtools:osmiumpaxel, Осмиевый мульти-инcтрумент
mekanismtools:osmiumhelmet, Осмиевый шлем
mekanismtools:osmiumchestplate, Осмиевая кираса
mekanismtools:osmiumleggings, Осмиевые поножи
mekanismtools:osmiumboots, Осмиевые ботинки
mekanismtools:obsidianpickaxe, Обсидиановая кирка
mekanismtools:obsidianaxe, Обсидиановый топор
mekanismtools:obsidianshovel, Обсидиановая лопата
mekanismtools:obsidianhoe, Обсидиановая мотыга
mekanismtools:obsidiansword, Обсидиановый меч
mekanismtools:obsidianpaxel, Обсидиановый мульти-инcтрумент
mekanismtools:obsidianhelmet, Обсидиановый шлем
mekanismtools:obsidianchestplate, Обсидиановая кираса
mekanismtools:obsidianleggings, Обсидиановые поножи
mekanismtools:obsidianboots, Обсидиановые ботинки
mekanismtools:lapislazulipickaxe, Лазуритовая кирка
mekanismtools:lapislazuliaxe, Лазуритовый топор
mekanismtools:lapislazulishovel, Лазуритовая лопата
mekanismtools:lapislazulihoe, Лазуритовая мотыга
mekanismtools:lapislazulisword, Лазуритовый меч
mekanismtools:lapislazulipaxel, Лазуритовый мульти-инcтрумент
mekanismtools:lapislazulihelmet, Лазуритовый шлем
mekanismtools:lapislazulichestplate, Лазуритовая кираса
mekanismtools:lapislazulileggings, Лазуритовые поножи
mekanismtools:lapislazuliboots, Лазуритовые ботинки
mekanismtools:steelpickaxe, Стальная кирка
mekanismtools:steelaxe, Стальной топор
mekanismtools:steelshovel, Стальная лопата
mekanismtools:steelhoe, Стальная мотыга
mekanismtools:steelsword, Стальной меч
mekanismtools:steelpaxel, Стальной мульти-инcтрумент
mekanismtools:steelhelmet, Стальной шлем
mekanismtools:steelchestplate, Стальная кираса
mekanismtools:steelleggings, Стальные поножи
mekanismtools:steelboots, Стальные ботинки
naturescompass:naturescompass, Компас природы
thaumicaugmentation:vis_regenerator, ВИС-Регенератор
thaumicaugmentation:warded_chest, Защищённый сундук
thaumicaugmentation:temporary_light, Призванный свет
thaumicaugmentation:stone:0, Пустотный камень
thaumicaugmentation:stone:1, Заражённый пустотный камень
thaumicaugmentation:stone:2, Заражённая пустотная каменистая земля
thaumicaugmentation:stone:3, Древние руны
thaumicaugmentation:stone:4, Затейливый рунный камень
thaumicaugmentation:stone:5, Старинный кирпич
thaumicaugmentation:stone:6, Заросший камень
thaumicaugmentation:stone:7, Светящийся заросший камень
thaumicaugmentation:stone:8, Старинная колонна
thaumicaugmentation:stone:9, Полированный старинный кирпич
thaumicaugmentation:stone:10, Ancient Cobblestone
thaumicaugmentation:stone:11, Ancient Lantern
thaumicaugmentation:arcane_trapdoor_wood, Великодревесный тайный люк
thaumicaugmentation:arcane_trapdoor_metal, Таумиевый тайный люк
thaumicaugmentation:arcane_trapdoor_silverwood, Серебрянодревесный тайный люк
thaumicaugmentation:taint_flower, Заражённый цветок
thaumicaugmentation:impetus_drainer, Импульсный Дренаж
thaumicaugmentation:impetus_relay, Импульсное реле
thaumicaugmentation:impetus_diffuser, Импульсный Диффузер
thaumicaugmentation:impetus_matrix, Импульсная матрица
thaumicaugmentation:impetus_matrix_base, База импульсной матрицы
thaumicaugmentation:rift_feeder, Индуктор Выбросов
thaumicaugmentation:rift_mover_input, Метапространственный аккумулятор 
thaumicaugmentation:rift_mover_output, Метаспространственный экструдер 
thaumicaugmentation:void_recharge_pedestal, Пустотный пьедестал подзарядки
thaumicaugmentation:arcane_terraformer, Мистичнский терраформер
thaumicaugmentation:rift_monitor, Внепространственный Монитор
